gene,n_protein,mean_difference_protein,ci_low_protein,ci_high_protein,p_value_protein,q_value_protein,sd_difference_protein,median_difference_protein,missing_pairs_protein,status_protein,n_rna,mean_difference_rna,ci_low_rna,ci_high_rna,p_value_rna,q_value_rna,sd_difference_rna,median_difference_rna,missing_pairs_rna,status_rna,same_direction
GAPDHS,45,0.7266243184484744,0.5347055685759161,0.9185430683210327,1.377209963885073e-09,3.0374912217320154e-09,0.6388066022997251,0.6381674629290007,27,tested,72,-0.4303355200545917,-0.5021416968008171,-0.3585293433083663,1.1592848756135473e-18,4.926124005660422e-18,0.30557317922140803,-0.44013364897286,0,tested,False
GAPVD1,72,0.15576436164812993,0.11317776923447881,0.19835095406178105,3.3970753238067985e-10,7.810003832207517e-10,0.18122842665801348,0.16016124570665036,0,tested,72,-0.0023053703045238854,-0.053362067589980536,0.04875132698093276,0.9285146480821006,0.9367913213392658,0.21727319315719085,0.02619382158354,0,tested,False
GAR1,72,0.07086757453075393,0.009950316292189475,0.13178483276931838,0.02324097004843716,0.02916530988067167,0.2592350841237088,0.09992987151195035,0,tested,72,-0.05457849426079239,-0.14228829315139607,0.03313130462981127,0.21878029720239156,0.2494667397039743,0.3732514849048965,0.007225075814264903,0,tested,False
GAREM1,72,-0.03637134144311585,-0.11258209895563819,0.03983941606940648,0.3445266172084836,0.3779395965944365,0.32431699498883865,-0.056344550671998,0,tested,72,-0.21808912853962653,-0.4238336562296615,-0.01234460084959152,0.038066103472486026,0.04795244083637944,0.8755515511686932,-0.07466988591673984,0,tested,True
GARS,38,-0.43413085838172394,-0.5810937337298121,-0.28716798303363583,6.570930517298019e-07,1.1945306374352422e-06,0.44711448850124524,-0.44713076106224936,34,tested,72,0.08704304222845606,-0.02682003688107376,0.20090612133798588,0.13188163639897238,0.15578861378682113,0.48454749516052853,0.040807993894189654,0,tested,False
GART,72,0.15994124477079813,0.12181135444337046,0.1980711350982258,3.5353994309963007e-12,9.349146676643617e-12,0.1622628071662117,0.16029487300275166,0,tested,72,0.15956710712190203,0.09401398216900565,0.22512023207479842,6.96065160898626e-06,1.2034623599279298e-05,0.27896314366587865,0.14553391429736018,0,tested,True
GAS2,72,-1.158740924430132,-1.3114828217313976,-1.0059990271288666,6.654028015980497e-24,4.474521654445866e-23,0.6499973856512421,-1.242469246518153,0,tested,72,-0.7332441077375851,-0.8919062680886295,-0.5745819473865407,9.423324968395969e-14,2.772895764067616e-13,0.6751912294669556,-0.782725278397845,0,tested,True
GAS2L1,68,0.13251902869770932,0.06974964315741192,0.19528841423800672,7.673354492768143e-05,0.00011937783474328233,0.2593223681813148,0.1452884850100522,4,tested,72,0.3070422476889054,0.22748587895853792,0.38659861641927296,6.13157211774533e-11,1.4915164873855376e-10,0.33855433643494903,0.32695473364192496,0,tested,True
GAS2L3,24,1.8068048647590367,1.4917596417644494,2.1218500877536237,2.774316092564083e-11,6.908591054032129e-11,0.7460877414912145,1.8107874490944478,48,tested,72,2.5766104179528324,2.337644379885794,2.815576456019871,8.304835789823758e-33,1.6763954622452099e-31,1.0169266111487736,2.598123606664685,0,tested,True
GAS6,66,0.15150846341737476,0.027404136839435086,0.2756127899953144,0.017505895137960623,0.02224938509236875,0.5048366019512597,0.13535585692770297,6,tested,72,-0.254331490388451,-0.4384348129330008,-0.07022816784390115,0.007459990734838448,0.010139508493420522,0.7834568016896908,-0.26032282287765973,0,tested,False
GAS7,60,0.53801844401687,0.43989349153901885,0.6361433964947213,7.11531427624716e-16,2.401209153501102e-15,0.3798472609738811,0.4931911268721495,12,tested,72,0.9326930509659324,0.8036420974233572,1.0617440045085074,9.024293803655442e-23,5.489345703023295e-22,0.5491799165819232,0.781332074916635,0,tested,True
GATAD1,72,0.19375777176091763,0.11330327490127241,0.27421226862056286,8.457781516452453e-06,1.4156977303064306e-05,0.34237634563036257,0.1958357828522515,0,tested,72,0.2638576594540856,0.18457858043385444,0.3431367384743168,5.4160986022327056e-09,1.1581996729808244e-08,0.3373743223730502,0.23452980364628528,0,tested,True
GATAD2A,27,0.3579265134358104,0.20284996606774436,0.5130030608038765,6.600846463508111e-05,0.0001031401535093862,0.3920164616292589,0.3008668190679987,45,tested,72,-0.17685031558860784,-0.2601307980038241,-0.0935698331733916,6.763065471758177e-05,0.00010875238050357864,0.35440240564051356,-0.19250728646584991,0,tested,False
GATAD2B,72,-0.06027033065503346,-0.11442663641680625,-0.0061140248932606694,0.029680279227661897,0.03684511772966244,0.23046366310515862,-0.08175406527704979,0,tested,72,-0.5007331607411027,-0.5870772369360642,-0.4143890845461413,5.472430602382361e-18,2.1990335567265553e-17,0.3674396140470852,-0.5109889257893552,0,tested,True
GATB,72,-0.5961753760594122,-0.6768869444746028,-0.5154638076442215,2.8170490702504506e-23,1.7587712085764015e-22,0.34347032077393597,-0.6389403418857015,0,tested,72,-0.4856757105694965,-0.5733101565973723,-0.3980412645416207,4.4067698839649576e-17,1.6521042851654904e-16,0.3729308187049876,-0.5020128129373551,0,tested,True
GATC,72,-0.3880641738064486,-0.46563110452069867,-0.3104972430921985,3.800655225583151e-15,1.2280828946304592e-14,0.3300882277101046,-0.37370819683780176,0,tested,72,-0.024021825503483744,-0.07430052389322703,0.02625687288625953,0.34399787883171973,0.37844941367653034,0.21396239725123312,-0.03232212544274993,0,tested,True
GATM,72,-1.8176328732951248,-1.996624107395651,-1.6386416391945986,3.252703009529723e-31,6.1807517603431264e-30,0.7617021673520059,-1.9033305170962025,0,tested,72,-2.7365781202230854,-3.063665666334831,-2.4094905741113397,2.87566035549386e-26,2.5444709939374475e-25,1.3919301357922382,-2.8960537156870347,0,tested,True
GBA,72,-0.18702169882391417,-0.26062374120371057,-0.11341965644411778,3.0855291925568297e-06,5.340195685513657e-06,0.3132155352967661,-0.17435774090395406,0,tested,72,0.34187674300834625,0.24318706499714665,0.44056642101954585,1.7356682235880198e-09,3.840769378741557e-09,0.4199766654169424,0.32169953571769483,0,tested,False
GBA2,72,-0.4314645284295667,-0.5079480474899152,-0.3549810093692182,1.9643903727236352e-17,7.428846064657457e-17,0.3254777393302781,-0.46630880739524877,0,tested,72,-0.6330591609795321,-0.7277346238521664,-0.5383836981068978,5.184844457415504e-21,2.6849078801131756e-20,0.4028940614188875,-0.5994405923055899,0,tested,True
GBE1,72,0.3395271366274319,0.2329826616486289,0.4460716116062349,1.75352793707331e-08,3.5838553254545776e-08,0.4534029720425129,0.3716119449331021,0,tested,72,0.2166965161924952,0.045491564010993885,0.3879014683739965,0.013849737567787542,0.01832401613216533,0.7285674284183432,0.07582850871239444,0,tested,True
GBF1,72,0.03189483755569888,-0.006120515523034387,0.06991019063443214,0.09874487862787554,0.11562877769298265,0.16177539072366082,0.02616420477334635,0,tested,72,-0.46830237675046515,-0.5311203808942171,-0.4054843726067132,1.7146813085674473e-23,1.1254630680845705e-22,0.2673237611074856,-0.485929406275285,0,tested,False
GBP1,72,1.4315686582546938,1.289564697981441,1.5735726185279466,5.057044988940049e-31,9.241772745725959e-30,0.6043017964329842,1.42462954380165,0,tested,72,1.6918575266175202,1.453805760837219,1.9299092923978214,2.192959094167266e-22,1.2795065104507689e-21,1.013035900042964,1.72392124296516,0,tested,True
GBP2,72,1.5522381435770995,1.4212662514910437,1.6832100356631554,2.272512560262575e-35,1.1515211372280008e-33,0.557354523898712,1.5276670395107534,0,tested,72,2.157418573325413,1.954760439985581,2.3600767066652453,1.8220979004167548e-32,3.503254962226956e-31,0.8624173143013608,2.066453419808865,0,tested,True
GBP3,51,0.6487473033338879,0.47849651270942445,0.8189980939583512,5.728222592764612e-10,1.2993727622249005e-09,0.6053263898595415,0.466970319335096,21,tested,72,1.0150615344645308,0.8657962565450037,1.164326812384058,2.1839341228218384e-21,1.1635614274434647e-20,0.6352025353255504,1.027622696287155,0,tested,True
GBP4,72,1.2200170913572543,1.0961188327209461,1.3439153499935625,2.0885452561487017e-30,3.401684180996741e-29,0.5272524803165087,1.2124667597084464,0,tested,72,1.475031902158288,1.2812628922299711,1.668800912086605,5.520780458310076e-24,3.8132088781244494e-23,0.8245894027701856,1.4791572903845698,0,tested,True
GBP5,72,1.6099640548023215,1.423964951415151,1.7959631581894921,4.122795953770413e-27,3.92820624920974e-26,0.7915243497118345,1.5702984959840967,0,tested,72,2.6526575208654997,2.374831744363525,2.9304832973674744,1.3211735803037504e-29,1.6951495026636851e-28,1.1822953072045777,2.4627445648915707,0,tested,True
GBP7,45,1.256041315640962,1.0522591116391862,1.4598235196427378,5.54780426307601e-16,1.8874574490146356e-15,0.6782944211233494,1.203127545929902,27,tested,72,0.00812859878277926,-0.1291825821961552,0.14543977976171374,0.9063706897599706,0.9169799768973579,0.5843315438262034,-0.12536022938818148,0,tested,True
GC,72,0.04339108293240816,-0.11661049137359857,0.20339265723841488,0.5903787896981515,0.6215393910851579,0.6808911427482025,0.09540542580329783,0,tested,72,-2.1758131876982914,-2.7725016517182692,-1.5791247236783135,3.73184849162445e-10,8.652737357424571e-10,2.5392243288444942,-2.838834906758065,0,tested,False
GCA,72,0.17709336843327192,0.11165102760869078,0.24253570925785306,8.540506795087269e-07,1.5389171098259799e-06,0.2784916987313266,0.17889242782505296,0,tested,72,0.23917409191197903,0.18028117730750418,0.29806700651645385,1.1016616624157444e-11,2.8171189498164848e-11,0.25062043357224495,0.21432795488412482,0,tested,True
GCAT,72,-1.139106913670013,-1.3406609511314969,-0.937552876208529,1.806092041027295e-17,6.848269632512038e-17,0.8577188036299945,-1.1723064806127472,0,tested,72,-1.3485480982087186,-1.5448396124187287,-1.1522565839987085,1.2895550157166815e-21,7.015991022561574e-21,0.8353239897915881,-1.3715085195608947,0,tested,True
GCC1,72,0.20500449496598977,0.16156917886343472,0.24843981106854482,4.1045956962703036e-14,1.2322384386798312e-13,0.18484019388544115,0.2245015734980989,0,tested,72,0.09464303597514234,0.03331560263995267,0.155970469310332,0.0029685216899299877,0.0041868001731211035,0.26098059563807596,0.08285022973126499,0,tested,True
GCC2,72,0.12101843127580716,0.07255166516626763,0.1694851973853467,4.323075253915481e-06,7.396557643679062e-06,0.20625166911495396,0.0894616547692007,0,tested,72,0.16429465963025766,0.08699692866861007,0.24159239059190524,6.671418914446109e-05,0.00010730589634426726,0.32894264068715146,0.16634672065449507,0,tested,True
GCDH,72,-0.9690583076577209,-1.102606841936236,-0.8355097733792057,7.297726781982098e-23,4.337564739551326e-22,0.5683194963028059,-0.9477740906558515,0,tested,72,-1.411675351841609,-1.5758047811455138,-1.2475459225377041,5.937198760308003e-27,5.65044216352636e-26,0.6984573443234595,-1.4879503410482198,0,tested,True
GCFC2,72,0.07024175750767034,0.017029222237759038,0.12345429277758163,0.010405166622545217,0.013510422767438355,0.22644742156826844,0.0295529425754495,0,tested,72,-0.17706044629011947,-0.2413160914014623,-0.11280480117877664,5.779021026120889e-07,1.0749103473705242e-06,0.27344168216876524,-0.19414665093913985,0,tested,False
GCH1,68,-0.943821966600904,-1.125199699082972,-0.762444234118836,1.349425559155497e-15,4.463826783714837e-15,0.749335089355154,-0.878492720240352,4,tested,72,-1.2830531633092532,-1.4523315383193738,-1.1137747882991327,6.98280086030821e-24,4.772751918000022e-23,0.7203688257639395,-1.32921044137176,0,tested,True
GCHFR,72,-0.37262851741220593,-0.5113559555218714,-0.23390107930254048,9.998313930927535e-07,1.7925854837204424e-06,0.5903584653758905,-0.45116592742960304,0,tested,72,-0.5481481131224704,-0.7130637766806801,-0.3832324495642606,5.618716581377686e-09,1.2000437582264034e-08,0.7018031860266015,-0.5510454027604648,0,tested,True
GCLC,72,0.15268168563776804,0.06893572573368593,0.23642764554185014,0.000521967475359944,0.0007595213459443537,0.3563832580208238,0.13996224256294998,0,tested,72,-0.16423326334845265,-0.2758302035355623,-0.05263632316134301,0.0044982458064613245,0.006241090405681291,0.47490387804485035,-0.23379034856740488,0,tested,False
GCLM,72,0.6656560948264352,0.5826476906168296,0.7486644990360407,3.126861382981821e-25,2.3966233961387786e-24,0.3532445692808483,0.6444676436828995,0,tested,72,0.2902183143592263,0.17176338867611485,0.40867324004233774,6.17410723848957e-06,1.0716627032394266e-05,0.5040882257712836,0.24627875765635476,0,tested,True
GCN1,72,-0.020279841005054092,-0.06969452368549704,0.029134841675388854,0.41591445541790245,0.45019632443713625,0.21028555440634486,-0.0343828013984009,0,tested,72,-0.1453367859103865,-0.20813089850806663,-0.0825426733127064,1.70039351792458e-05,2.8630995079550062e-05,0.26722208996970215,-0.18822784241657997,0,tested,True
GCSH,72,-1.2485062834030494,-1.4015610734920607,-1.095451493314038,1.2021507772542538e-25,9.60284932180886e-25,0.6513289095986154,-1.3017258573568515,0,tested,72,-0.9038641909649834,-1.0794297920376357,-0.728298589892331,1.1311828848651622e-15,3.813054876034579e-15,0.7471242908710902,-1.034756848939125,0,tested,True
GDA,72,-0.9292879551264571,-1.1360216614355116,-0.7225542488174025,2.748095943996385e-13,7.806241960961418e-13,0.8797610282517012,-0.9091885480975995,0,tested,72,-1.6907222473847983,-2.1057998359095302,-1.2756446588600665,9.938140844267963e-12,2.5447582568510007e-11,1.7663742047890756,-1.9690167400531697,0,tested,True
GDAP1,72,-0.5055217839903516,-0.6098455927082603,-0.40119797527244294,1.4208469088995713e-14,4.4134232312660677e-14,0.4439528651007469,-0.5592292262673002,0,tested,72,-0.5627488741393907,-0.6782045600346389,-0.4472931882441424,1.1186468872061556e-14,3.5077622955516246e-14,0.49132487756429455,-0.5371781477283701,0,tested,True
GDAP2,72,-0.17305568428338325,-0.22583719126193397,-0.12027417730483253,8.178878485234311e-09,1.711695616236042e-08,0.2246131687046059,-0.20739348122710094,0,tested,72,-0.2964271665010427,-0.34719275760662116,-0.24566157539546432,3.971116527308083e-18,1.6124446031766642e-17,0.216034382724618,-0.3032853906070949,0,tested,True
GDE1,72,-0.16177188625677769,-0.24135265299625064,-0.08219111951730472,0.00012761537436744094,0.00019526689812849398,0.33865816284023686,-0.16419378743255206,0,tested,72,-0.28429502162196035,-0.37190610152087533,-0.19668394172304537,1.0825411925858961e-08,2.270268090550437e-08,0.37283138349431094,-0.3120160478811651,0,tested,True
GDF15,55,0.06775808905606362,-0.08110810949464964,0.21662428760677688,0.3655392130516363,0.39915704446528805,0.5506672062382669,-0.024005742855194995,17,tested,72,-0.8848883749136651,-1.1607467491440788,-0.6090300006832513,1.4734264449726505e-08,3.060985889998356e-08,1.1739229722026323,-1.020006243906175,0,tested,False
GDI1,72,0.30907044220727087,0.26243009195898703,0.3557107924555547,8.19865550833512e-21,3.96038087217748e-20,0.19847930569729522,0.311945970024052,0,tested,72,0.3868519504049396,0.32614335668387523,0.44756054412600393,5.846493651905106e-20,2.770273530799292e-19,0.2583471064748145,0.3743811087236053,0,tested,True
GDI2,72,-0.020962531072143017,-0.0643269574816209,0.022401895337334863,0.33837765886010307,0.3715192658506691,0.18453852082792443,-0.022431061306804508,0,tested,72,0.5213508297960475,0.4626238788852426,0.5800777807068525,9.554453733027605e-28,9.852382740429498e-27,0.249914170464974,0.5160605813443953,0,tested,False
GDPD1,72,-0.0905078267306915,-0.17149437515605936,-0.009521278305323636,0.029024395438650635,0.03607554006887783,0.3446405058435178,-0.09521956030110147,0,tested,72,0.10177910830074559,0.007839621737355168,0.195718594864136,0.034122438305864145,0.04324877285495388,0.3997620937966299,0.06458544677586497,0,tested,False
GDPD3,72,-1.4366974754594033,-1.5758884465807388,-1.2975065043380678,1.2071282474265668e-31,2.4971376714290195e-30,0.592331042979495,-1.45204748662605,0,tested,72,-1.2073363551215897,-1.3669237375685699,-1.0477489726746094,7.731350600536032e-24,5.267346172310736e-23,0.6791285377898904,-1.32221668943081,0,tested,True
GDPGP1,72,0.01339336630435339,-0.03414058006792724,0.06092731267663401,0.5760066469734526,0.6079396895733905,0.20228202881838067,0.023800634041803555,0,tested,72,-0.2987120365315856,-0.3494646256526665,-0.24795944741050474,2.7338792329268374e-18,1.1261853035984362e-17,0.21597905241852,-0.28843278428200986,0,tested,False
GEM,46,-0.4274858460481266,-0.6162961808843095,-0.2386755112119438,3.9159947392315655e-05,6.238357449779343e-05,0.6358035054967689,-0.3439379410633515,26,tested,72,0.16145654807453982,-0.07966746568768643,0.40258056183676605,0.1860944553308652,0.21478519381586658,1.026109936647242,0.12069122753889472,0,tested,False
GEMIN2,60,0.26146033718344813,0.1884869774012467,0.33443369696564956,1.397090854296006e-09,3.0806620969564454e-09,0.28248401795239053,0.2181157713015479,12,tested,72,0.1655495148280622,0.08096147299081456,0.25013755666530985,0.0002142579627214315,0.0003314174864677475,0.35996676107226333,0.25364974240151006,0,tested,True
GEMIN4,72,0.3189514970109719,0.26756381210197544,0.3703391819199684,2.1347634426764515e-19,9.27591235182886e-19,0.2186817201807844,0.30998027481545154,0,tested,72,0.050888891718861406,-0.014165708948968445,0.11594349238669126,0.12326321074578178,0.146107090907059,0.2768416597266176,0.05380438745125016,0,tested,True
GEMIN5,72,0.4710320231956595,0.41221003858400174,0.5298540078073173,3.384685731425347e-25,2.584364683667466e-24,0.2503185890180661,0.4587170121521511,0,tested,72,0.6633357908213245,0.5948127122164124,0.7318588694262367,5.803918567530272e-30,7.843746379643791e-29,0.291601863908485,0.687643936767665,0,tested,True
GEMIN6,72,0.35724072121276085,0.2838919985618864,0.4305894438636353,1.1540819849186746e-14,3.6127627315722504e-14,0.3121375261555783,0.30201018872964985,0,tested,72,0.2570959722158859,0.19743432094971675,0.3167576234820551,1.3331265740255845e-12,3.6234136370921223e-12,0.25389181378411985,0.25235054278691993,0,tested,True
GEMIN7,57,0.45354494753639985,0.3815442926042189,0.5255456024685808,5.206496276963009e-18,2.0549479601404353e-17,0.2713568164097944,0.42037222024309895,15,tested,72,0.40707373563540966,0.3253057529099113,0.488841718360908,4.667502109170966e-15,1.5065487338142063e-14,0.3479659212083747,0.37825643524939023,0,tested,True
GEMIN8,68,0.24069738432282678,0.1802475293198218,0.30114723932583176,2.990811786209679e-11,7.42742936906973e-11,0.24973957321172918,0.22699319911565402,4,tested,72,0.17121355226427093,0.09398744446009567,0.2484396600684462,3.465026562091495e-05,5.710971663185383e-05,0.32863784635153265,0.19048590468177995,0,tested,True
GET4,72,0.02820112702680882,-0.01184422658811693,0.06824648064173457,0.16462043779930885,0.18824217602467125,0.17041411437911722,-0.00119923032639945,0,tested,72,-0.5211087213938022,-0.6291263123182519,-0.41309113046935236,1.7010947523333778e-14,5.265557010519156e-14,0.45967185785805953,-0.5948412291491201,0,tested,False
GFER,72,-0.38894131874612764,-0.4896432567957731,-0.2882393806964822,5.983700973287521e-11,1.4571473753639247e-10,0.4285398938915794,-0.3731480290848505,0,tested,72,0.013498412091554161,-0.06256300334959905,0.08955982753270739,0.7244927084218109,0.7497267401709243,0.32368146565685585,-0.020505436062900007,0,tested,False
GFM1,72,-0.9894042290008832,-1.096479417173763,-0.8823290408280032,9.186318254317609e-29,1.1158151458301279e-27,0.45566143677796295,-1.019237531293296,0,tested,72,-0.6600930713625944,-0.7429625896278755,-0.5772235530973133,4.545769900431019e-25,3.5023425711789235e-24,0.35265353628787377,-0.6482032008968752,0,tested,True
GFM2,72,-0.483204220325004,-0.570418763527832,-0.3959896771221759,4.466731683992914e-17,1.6494191750276372e-16,0.371143910572177,-0.5102685031444486,0,tested,72,-0.055181572836144575,-0.1339973475665689,0.023634201894279734,0.1670564201858177,0.1943098745922023,0.33540271810168576,-0.07673639096542484,0,tested,True
GFOD2,72,0.06974012887187425,0.013397108339681954,0.12608314940406656,0.015995817570949145,0.020423267713073654,0.23976928853636673,0.06945626259005,0,tested,72,0.06102982700427279,-0.020714954849240304,0.1427746088577859,0.1410059717033915,0.16590734186869557,0.3478671892533467,0.027779876259304892,0,tested,True
GFPT1,72,0.5684860816999608,0.48452714397028684,0.6524450194296348,2.7287186382355895e-21,1.370231936807691e-20,0.3572895910720847,0.5761592150877011,0,tested,72,0.1963068604389741,0.10109282090888895,0.2915208999690593,0.00010438572364332099,0.0001654906232347631,0.4051859893410959,0.09683016675211453,0,tested,True
GFPT2,35,0.7317966106968085,0.44102744106202446,1.0225657803315924,1.2196569051047956e-05,2.016282374182965e-05,0.8464599599791919,0.672253526674406,37,tested,72,0.12191347317219416,-0.16955021391040936,0.41337716025479765,0.4070631090341189,0.4417730162823909,1.240331814409079,-0.13181115019378997,0,tested,True
GFRA1,72,-1.0652900013013433,-1.2763205577072672,-0.8542594448954195,2.6079374840530332e-15,8.506318848343329e-15,0.8980463931636711,-1.138102972179297,0,tested,72,-0.8097699766692842,-1.135589554725565,-0.48395039861300343,4.722799663590201e-06,8.260121008385548e-06,1.3865342625203758,-1.0703272492158602,0,tested,True
GGA1,72,-0.10646250448800015,-0.14796604189669987,-0.06495896707930043,2.5619155825553834e-06,4.4585774570300365e-06,0.17661945600769885,-0.10739723066640036,0,tested,72,0.005741609678076372,-0.057641667825255004,0.06912488718140775,0.8571784953618401,0.8732988153292643,0.2697292975869772,0.002186175414815139,0,tested,False
GGA2,72,-0.23815799344067967,-0.29713120690520467,-0.17918477997615467,1.3372484205243935e-11,3.393174861689742e-11,0.2509621476011104,-0.22282951680529767,0,tested,72,-0.44453411042006963,-0.5323150241192551,-0.3567531967208841,2.280162880681725e-15,7.518171870324779e-15,0.373554115947695,-0.5404862018669201,0,tested,True
GGA3,72,-0.062426901940594574,-0.09804891914838629,-0.02680488473280286,0.0008227465499727837,0.0011752016138776964,0.15159048346125473,-0.0503781843850994,0,tested,72,0.03633463599802902,-0.023268671355634568,0.0959379433516926,0.2281929471606904,0.25962357986361084,0.2536435296442253,0.013788751796800058,0,tested,False
GGACT,72,-1.4213903561122339,-1.603671447121449,-1.2391092651030187,1.4759113796280184e-24,1.0584573889784066e-23,0.7757022447871893,-1.4832825970062493,0,tested,72,-2.5349147505067657,-2.8227839672754422,-2.2470455337380892,1.5294788241578934e-27,1.5404152458348697e-26,1.2250354461687054,-2.877670879836315,0,tested,True
GGCT,72,-0.5390060537966046,-0.6023101037519443,-0.47570200384126493,1.0587211817574473e-26,9.604113577371128e-26,0.269392142556327,-0.5344429140699025,0,tested,72,-0.1664451150887637,-0.2648042203448891,-0.06808600983263828,0.0012026186117769578,0.0017533961741250461,0.4185699038776253,-0.2313775359867798,0,tested,True
GGCX,72,0.17235076523399018,0.06735601923008872,0.27734551123789164,0.0016449135172370275,0.002285791872359986,0.44680805735340745,0.06265219953635019,0,tested,72,-0.0872412835461491,-0.15838971871139995,-0.016092848380898264,0.0169706374579157,0.02222581935823865,0.3027741416579009,-0.12495373593988024,0,tested,False
GGH,72,-1.942010455794473,-2.0850165436328214,-1.7990043679561247,3.746399452624552e-39,4.881509832231446e-37,0.6085663781156139,-2.0476423926709986,0,tested,72,-1.9299431019049784,-2.1776008139058445,-1.6822853899041121,1.529102229763488e-24,1.1153003029901313e-23,1.0539142709444231,-2.2319107278104298,0,tested,True
GGNBP2,21,0.2220384866359237,0.03459262571293417,0.4094843475589133,0.02259090053562114,0.028427756813481357,0.41179285644322383,0.247173681851301,51,tested,72,0.0638725267054684,0.01474562986939243,0.11299942354154438,0.01156312273110769,0.015438335818846561,0.20906087375374688,0.06577889055118025,0,tested,True
GGPS1,72,0.15115232371037773,0.10841304105412722,0.19389160636662825,9.43517849154138e-10,2.1040930385782323e-09,0.1818782042256465,0.1458097332192007,0,tested,72,0.1345786177165203,0.08918425647329735,0.17997297895974324,1.0807239950313472e-07,2.1076888990278018e-07,0.19317696488479127,0.11809480506970016,0,tested,True
GGT1,72,-1.1383353221675667,-1.2859868680001951,-0.9906837763349384,2.7576520909442807e-24,1.9200224447219962e-23,0.6283352536159555,-1.2636317789642502,0,tested,72,-0.840017583205027,-1.133245608062804,-0.54678955834725,2.4200623476828655e-07,4.613281758515257e-07,1.2478400028074892,-0.78463752293976,0,tested,True
GGT5,72,-1.5019479218345604,-1.642405937820601,-1.3614899058485197,1.384776517216085e-32,3.5143412853402878e-31,0.5977229875874424,-1.4813609517187516,0,tested,72,-1.2344378912634488,-1.4438692606668189,-1.0250065218600788,2.5521332802794533e-18,1.0545157393418906e-17,0.8912410084644279,-1.2711098534055252,0,tested,True
GGT6,31,-0.47154355286764527,-0.7378427645677588,-0.20524434116753176,0.0010828195891553144,0.0015322889898441848,0.7260007136554755,-0.39382467696190604,41,tested,72,-4.489075374548906,-4.653844763147007,-4.324305985950805,1.4074215238930196e-59,1.2164600125829893e-56,0.7011807088717612,-4.650671146166404,0,tested,True
GGT7,72,-0.17129460272987554,-0.24617397577371405,-0.09641522968603702,2.0724279240346422e-05,3.3759813868874116e-05,0.3186512514094313,-0.20026534788740208,0,tested,72,-0.5837975218797886,-0.7097691749211401,-0.4578258688384371,8.446329176313117e-14,2.493509537146312e-13,0.53607586778592,-0.5916740706844998,0,tested,True
GHDC,72,-0.48374307032699065,-0.6126805633633364,-0.3548055772906449,1.529734777742567e-10,3.6095552740101537e-10,0.548697082246834,-0.5888831677352024,0,tested,72,-0.11015985034398995,-0.2830455004082941,0.0627257997203142,0.20805143093289227,0.23811833147880984,0.7357196849320665,-0.08487503178915468,0,tested,True
GHITM,72,-0.05403672797735411,-0.18507974111193437,0.07700628515722614,0.41370451502527583,0.4479975606312566,0.5576571814957595,-0.05799492207060024,0,tested,72,-0.7785098228662141,-0.8874743735951517,-0.6695452721372764,1.660946240269423e-22,9.790109348643237e-22,0.4637016716033994,-0.8550289451478146,0,tested,True
GID4,42,0.13082660362025988,0.06110396436339571,0.20054924287712406,0.0004866545797477933,0.0007098873798501904,0.22374111367179408,0.089147995826602,30,tested,72,-0.20165331270651674,-0.2641687925385628,-0.13913783287447068,1.2705366405824607e-08,2.65282246850505e-08,0.2660363604978357,-0.23599637735192003,0,tested,False
GID8,72,0.08019242211201248,0.04353248871907209,0.11685235550495288,4.287981661678738e-05,6.805017401395568e-05,0.15600736461038106,0.0553328341129494,0,tested,72,-0.022179909173872463,-0.07415896677530437,0.029799148427559437,0.3977226718381142,0.4325495656029365,0.2211983230960305,-0.044118761178779886,0,tested,False
GIGYF1,72,0.15679977479690946,0.11548997168749389,0.19810957790632502,1.0536071950175188e-10,2.5186659489184573e-10,0.17579501431703887,0.13950516578569777,0,tested,72,0.16821222065750596,0.0834395725138726,0.25298486880113935,0.00017812997907327768,0.0002773390282550049,0.3607523583356571,0.14859746495104487,0,tested,True
GIGYF2,72,0.05108871634719162,0.009113730102452311,0.09306370259193093,0.01776970502108469,0.022561813525252175,0.17862571962173296,0.06853417932190455,0,tested,72,0.018768398564090134,-0.045105088345292636,0.0826418854734729,0.5598043340378671,0.5927541714962715,0.2718153973276828,0.030484904894959808,0,tested,True
GIMAP1,72,0.8019838013541594,0.7014301039898525,0.9025374987184662,4.2326182130937235e-25,3.19052280480611e-24,0.427909051538435,0.7893729832242491,0,tested,72,0.965810274191598,0.834447412681983,1.097173135701213,3.61537609769137e-23,2.283932774006691e-22,0.559018305138,0.96723279345299,0,tested,True
GIMAP2,68,1.3444906988465315,1.2308242756509244,1.4581571220421385,3.438802706300081e-34,1.2410614227449178e-32,0.4695958992120584,1.342260774948955,4,tested,72,1.3192308318793526,1.167386980185755,1.4710746835729502,3.326933139347834e-27,3.225988457149366e-26,0.6461757276288299,1.2972532683191151,0,tested,True
GIMAP4,29,0.6498923706410582,0.47341236242912565,0.8263723788529908,3.235191990846379e-08,6.508658761612536e-08,0.46395753558679265,0.6873877049738977,43,tested,72,1.5332610972616305,1.3797745444785834,1.6867476500446776,8.783046273504625e-31,1.3392912982413027e-29,0.653166287733257,1.6585583848774352,0,tested,True
