gene,n_protein,mean_difference_protein,ci_low_protein,ci_high_protein,p_value_protein,q_value_protein,sd_difference_protein,median_difference_protein,missing_pairs_protein,status_protein,n_rna,mean_difference_rna,ci_low_rna,ci_high_rna,p_value_rna,q_value_rna,sd_difference_rna,median_difference_rna,missing_pairs_rna,status_rna,same_direction
RPL27,72,0.5479093166970397,0.466239539795142,0.6295790935989374,4.377128691859604e-21,2.1612072916056795e-20,0.34754800359883875,0.5480255473834013,0,tested,72,0.7777588765240401,0.6925233398109834,0.8629944132370968,1.9231173262002161e-28,2.1472739845975986e-27,0.36272219349738455,0.7513083361932655,0,tested,True
RPL27A,72,0.5063644031711596,0.4223677384402701,0.5903610679020491,8.7487306668126e-19,3.634617589239371e-18,0.35745013937344683,0.5114900324364005,0,tested,72,1.0319222087692892,0.9542029611539155,1.1096414563846628,1.6076220057110493e-38,7.623175171719601e-37,0.3307364165127198,0.9783246702101751,0,tested,True
RPL28,72,0.6534484167856456,0.5208376768209274,0.7860591567503638,7.14525403634316e-15,2.2729338537295792e-14,0.5643286865576291,0.6523591980787505,0,tested,72,0.672063042275263,0.5754128133956541,0.768713271154872,6.888824747100775e-22,3.8368776381406335e-21,0.411297733001379,0.6927374132663799,0,tested,True
RPL29,72,0.9366414537571836,0.7542718389055436,1.1190110686088235,1.253514899592759e-15,4.154778654646234e-15,0.7760789604569592,1.0298886406537995,0,tested,72,0.30741474574647565,0.2087440421933863,0.406085449299565,3.151976586407538e-08,6.390322506721328e-08,0.41989591908352825,0.2811500275528651,0,tested,True
RPL3,72,0.6187373887777086,0.5276636557404143,0.7098111218150028,2.2955007387197157e-21,1.1584888788518565e-20,0.3875668000835414,0.6223323462820525,0,tested,72,0.4541335334951166,0.3716259907440857,0.5366410762461474,6.007598657785947e-17,2.226359159575127e-16,0.3511131394348196,0.44391281679869543,0,tested,True
RPL30,72,0.0364991816447198,-0.018191612373417362,0.09118997566285696,0.18754412420687577,0.21304689743745298,0.2327381927230073,0.07392870962669901,0,tested,72,1.0292456316263314,0.9325146944494875,1.1259765688031753,1.878854021969137e-32,3.6087282048225394e-31,0.4116411894015548,0.9666508753627907,0,tested,True
RPL31,72,0.2012115289017613,0.14019136928107423,0.2622316885224484,6.998005889797227e-09,1.4703872898918445e-08,0.25967298381293213,0.19181120917369998,0,tested,72,0.7645280743335113,0.6640964695288223,0.8649596791382004,5.516665017642933e-24,3.812803550242121e-23,0.4273894832604367,0.695036229394935,0,tested,True
RPL32,72,0.7175109807218913,0.6138454738421839,0.8211764876015988,8.768103067378924e-22,4.6033688160655545e-21,0.4411514433470534,0.7221015309077463,0,tested,72,0.4972897606805852,0.40471961221483355,0.5898599091463369,1.776495150624465e-16,6.336532599723168e-16,0.39393483749522173,0.44897611141167015,0,tested,True
RPL34,72,0.710923255558329,0.5466404832671529,0.8752060278495052,1.1418922973717606e-12,3.1115169526156638e-12,0.6991098996641705,0.8134644857114031,0,tested,72,0.7001267410466139,0.5970032137616206,0.8032502683316072,2.3769530571935098e-21,1.2632130347270706e-20,0.4388450341308202,0.6631335902622344,0,tested,True
RPL35,72,1.2150875113092565,1.03557547386731,1.394599548751203,2.773920490713922e-21,1.391537214166639e-20,0.7639184604342766,1.294753560292297,0,tested,72,1.2929458375602043,1.1959016090397552,1.3899900660806535,1.2877050784694176e-38,6.16768565921813e-37,0.4129744094144555,1.2251900365181703,0,tested,True
RPL35A,72,0.15898111770730133,0.08095180518117702,0.23701043023342566,0.00012357175159009862,0.0001893106403578347,0.3320559063510092,0.18522811347080134,0,tested,72,1.012855758425446,0.8889156429913512,1.136795873859541,1.0850558073748224e-25,8.916307768898984e-25,0.5274306030818653,0.985395058121215,0,tested,True
RPL36,72,0.5421870027800445,0.47009112837104533,0.6142828771890437,1.0687298963852392e-23,7.012797286090978e-23,0.3068059956703279,0.5444622638562484,0,tested,72,1.246395333808552,1.1289258886961304,1.3638647789209737,2.2336369056363556e-32,4.255772120308146e-31,0.49989448583563917,1.1834880848665148,0,tested,True
RPL36AL,68,0.7229637086631837,0.5749367380198034,0.870990679306564,1.7806250525018795e-14,5.4851124199420806e-14,0.6115513837124217,0.7340372688010994,4,tested,72,0.5023736322190687,0.39441042386173253,0.6103368405764049,7.202610945694831e-14,2.1342940179583482e-13,0.4594404313334884,0.528374781900415,0,tested,True
RPL37,68,1.327119834578838,1.127042653428328,1.527197015729348,2.257569918446985e-20,1.0549696782384072e-19,0.8265890766396425,1.448976902178105,4,tested,72,1.109434338231691,1.0003554190178332,1.2185132574455486,2.955274863927942e-31,4.8070617226338596e-30,0.46418836986702156,1.0691440774726697,0,tested,True
RPL37A,72,0.3121491000366523,0.22266360996396173,0.4016345901093429,1.417379368565694e-09,3.120598464959317e-09,0.38080798804171395,0.38674637968909986,0,tested,72,1.1757752929767586,1.0684023274132113,1.283148258540306,3.193284612386093e-33,6.79198063808966e-32,0.4569286367333108,1.1429320352225902,0,tested,True
RPL38,72,0.2956732037217628,0.20542091693140213,0.3859254905121235,8.360650287156294e-09,1.7493723530977914e-08,0.38407111276792083,0.25965602730300436,0,tested,72,0.8958292641066868,0.8007842533486158,0.9908742748647579,2.8469296048442195e-29,3.5129374715193275e-28,0.40446668270781305,0.8082597791447799,0,tested,True
RPL39,72,0.4742398620372456,0.3480225611254557,0.6004571629490355,1.459209751313153e-10,3.448822481725528e-10,0.5371212291202814,0.5224787820399455,0,tested,72,1.3607385832328553,1.243913438691058,1.4775637277746527,6.783886302895368e-35,1.874384610887464e-33,0.4971526468649386,1.32254472712007,0,tested,True
RPL4,72,0.9263825209852778,0.8151168188370066,1.037648223133549,3.7902391981680855e-26,3.2144944949467797e-25,0.4734942853719996,0.955948200852849,0,tested,72,0.5256586336046825,0.4487146922367373,0.6026025749726276,1.723253278121597e-21,9.251174783591802e-21,0.3274370792463135,0.5188631719790253,0,tested,True
RPL5,72,0.45401955376462655,0.38923158444899386,0.5188075230802592,4.592134522524686e-22,2.481038538744759e-21,0.2757070026029146,0.46663982074794674,0,tested,72,0.620442797001419,0.5260066732839543,0.7148789207188837,1.2667486034834293e-20,6.36050295622852e-20,0.4018755469975472,0.6358133978877847,0,tested,True
RPL6,72,0.8789934788925682,0.7658476979685974,0.9921392598165389,1.813403670008803e-24,1.2885183442775013e-23,0.4814950128123083,0.882453681591295,0,tested,72,0.7605862748593761,0.6621767103285625,0.8589958393901898,2.406345730909301e-24,1.7124500027410313e-23,0.418784634722329,0.6857041217039752,0,tested,True
RPL7,72,0.8032712640035095,0.6930928076732125,0.9134497203338064,5.670450530867859e-23,3.416914725297131e-22,0.468867480600486,0.780669013226353,0,tested,72,0.5867284415953605,0.48112321754190035,0.6923336656488207,3.937304410880634e-17,1.4827019907032735e-16,0.4494059636464528,0.5876138440426995,0,tested,True
RPL7A,72,0.43565509383368584,0.35020549859345285,0.5211046890739188,1.71372447551282e-15,5.642861064266532e-15,0.36363312550424925,0.41950407601850326,0,tested,72,0.6559906933985525,0.5613891342985523,0.7505922524985528,7.962218474630042e-22,4.406332488215665e-21,0.4025795618621148,0.6793302276329651,0,tested,True
RPL7L1,72,0.5048232426062148,0.4437089097381124,0.5659375754743172,5.927014436532449e-26,4.894299246232926e-25,0.26007374068252576,0.5187447520401985,0,tested,72,0.0076694804681154295,-0.05503953323561318,0.07037849417184404,0.8080389596495705,0.827357752287792,0.2668599492632711,0.04079736056266503,0,tested,True
RPL8,72,0.5126807492248541,0.4172066406307886,0.6081548578189195,1.808829983289119e-16,6.372187929192322e-16,0.40629272046505566,0.4831069447632535,0,tested,72,0.6063581572305915,0.5060336439776065,0.7066826704835765,7.729954620699019e-19,3.331484295389661e-18,0.4269337521881974,0.5936640545662453,0,tested,True
RPL9,72,-0.0494608412255974,-0.0974206591791803,-0.0015010232720144914,0.043425714804399315,0.05286860776999616,0.20409433715918684,-0.03957734375400235,0,tested,72,0.9835368942247888,0.8817660797062945,1.0853077087432832,6.416623487402522e-30,8.616673418994277e-29,0.43308852738776804,1.0007798842379954,0,tested,False
RPLP0,72,-0.03498855028403919,-0.07657372754673022,0.006596626978651841,0.09781356791235409,0.11463188025518614,0.17696687667352076,-0.03464594639694801,0,tested,72,1.2488868601264487,1.1240483150989904,1.373725405153907,8.047994794328524e-31,1.2351301131086109e-29,0.531253895166067,1.2533053558179157,0,tested,False
RPLP1,72,0.057335977102379115,-0.004963164898220719,0.11963511910297894,0.07068064306200983,0.08415081189523492,0.26511572884835344,0.09665841118344945,0,tested,72,0.06909252501341934,-0.06963082623518746,0.20781587626202613,0.32403230464171756,0.35803964188288745,0.5903410736251621,0.1368747867299911,0,tested,True
RPLP2,72,0.13001982465790093,0.09531618536064212,0.16472346395515974,1.5985506246959427e-10,3.765733368766e-10,0.14768230075936756,0.1042981186081985,0,tested,72,0.6058391408602487,0.5200828503051366,0.6915954314153608,3.005461732461879e-22,1.725508902257326e-21,0.36493827593373324,0.6122117863934653,0,tested,True
