gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
SPAG16,4,-0.15142632252055088,0.7860510769383928,68,68,insufficient_pairs,,,,,,72,-0.17892144028456358,0.3993655293652364,0,0,tested,-0.27276773877521654,-0.08507514179391065,-3.801526804558262,0.0003011358270281276,0.00046048232818173267,True,4.0,-0.15142632252055088,0.03508304170399512
SPAG4,4,0.14346375947197476,0.5166872619481276,68,68,insufficient_pairs,,,,,,72,3.269116793976135,0.6140926109582097,0,0,tested,3.1248121050850135,3.4134214828672564,45.17132326157223,4.7760257723647497e-54,2.0181362235892383e-51,True,4.0,0.14346375947197476,3.1520395785741697
SPAG5,36,0.10483658500741173,0.6888367881552323,36,36,tested,-0.12823225247666137,0.33790542249148486,0.9131618996846002,0.3674051333831693,0.4010636169332323,72,-2.1244661085932766,1.2150558125775053,0,0,tested,-2.4099902264388797,-1.8389419907476734,-14.836102601087509,1.9021209740055946e-23,1.2446259573543146e-22,False,36.0,0.10483658500741176,-2.1479620409275024
SPAG7,72,-0.06535413988705525,0.24456986453680768,0,0,tested,-0.1228252404740798,-0.007883039300030703,-2.2674431576567056,0.02640886340418465,0.032934757804124866,72,-0.1734156431288352,0.2927382336749344,0,0,tested,-0.2422057555372593,-0.10462553072041111,-5.026608612651144,3.5984492609506315e-06,6.340299545679787e-06,True,72.0,-0.06535413988705524,-0.17341564312883515
SPAG9,72,0.16134317181255767,0.2766302958386744,0,0,tested,0.09633823922336643,0.2263481044017489,4.948995938753103,4.843600299276089e-06,8.246367181849144e-06,72,0.23805029480679835,0.4124175149598872,0,0,tested,0.14113693006744296,0.3349636595461537,4.8977641816511825,5.886990806446269e-06,1.0237893742873223e-05,True,72.0,0.16134317181255767,0.23805029480679835
SPARC,72,1.1479414547196736,0.4750946122330993,0,0,tested,1.036299694195688,1.2595832152436592,20.502455708064453,1.523852630278578e-31,3.0824220644324543e-30,72,1.8952925445973519,0.7224631756753228,0,0,tested,1.725522021486117,2.0650630677085866,22.260083377083394,9.633350825413664e-34,2.2448304650152062e-32,True,72.0,1.1479414547196736,1.8952925445973519
SPARCL1,72,0.9479291142833001,0.7051562182544532,0,0,tested,0.7822255267803174,1.1136327017862826,11.406614661127614,1.032436924444786e-17,3.9916915849535795e-17,72,1.8348622514981885,1.0593693085944973,0,0,tested,1.5859226684945837,2.0838018345017932,14.696784549655677,3.1598705874892337e-23,2.0155967534756047e-22,True,72.0,0.9479291142833001,1.834862251498188
SPAST,72,0.3521678161767629,0.165829672383297,0,0,tested,0.31319975361556596,0.39113587873795985,18.019953656447953,3.379688803884221e-28,3.7634203961565365e-27,72,0.2822169554354027,0.32544968946766545,0,0,tested,0.20574002776961842,0.358693883101187,7.358096667313796,2.577161864544242e-10,6.043997638666597e-10,True,72.0,0.3521678161767629,0.28221695543540265
SPATA13,64,0.14195311118275195,0.3342534785820252,8,8,tested,0.05845907646662081,0.2254471458988831,3.3974960987080207,0.0011830781173281422,0.0016675783578467618,72,-0.4220256289949904,0.40001630902322294,0,0,tested,-0.5160248532079312,-0.3280264047820496,-8.952150520829424,2.877542049654044e-13,8.202137921476787e-13,False,64.0,0.141953111182752,-0.4288147082986761
SPATA18,33,2.483130378381339,0.575869206556864,39,39,tested,2.2789360366215705,2.687324720141108,24.770378161772292,1.9038691206900409e-22,1.0743261466750944e-21,72,1.2389037134839131,0.8073361020648654,0,0,tested,1.049189030453849,1.4286183965139774,13.021152624802879,1.718431383307895e-20,8.538556345811924e-20,True,33.0,2.4831303783813397,1.299434426326453
SPATA2,68,-0.2516865312559113,0.3863702326389383,4,4,tested,-0.34520805145447386,-0.1581650110573487,-5.371687905797848,1.0563442984699971e-06,1.8922160947240637e-06,72,-0.30905479311555706,0.31697474573663886,0,0,tested,-0.3835402066405552,-0.2345693795905589,-8.273267554953566,5.205805147050076e-12,1.3582379921948025e-11,True,68.0,-0.25168653125591123,-0.2978876554672268
SPATA20,72,-0.6021633529404972,0.4268293234378174,0,0,tested,-0.7024633266402194,-0.501863379240775,-11.97088672774711,1.0653667785014557e-18,4.395076023316244e-18,72,0.2641609484539254,0.35509903845007396,0,0,tested,0.18071676535405493,0.3476051315537959,6.312267094557155,2.0854825535372102e-08,4.28939434889238e-08,False,72.0,-0.6021633529404973,0.26416094845392535
SPATA2L,4,0.3573476878512248,0.36198981925463897,68,68,insufficient_pairs,,,,,,72,-0.1743541330413472,0.5939541685519057,0,0,tested,-0.31392651997290133,-0.03478174610979304,-2.4908384450339423,0.01508446179116911,0.019866397074323357,False,4.0,0.3573476878512248,0.09722731709395749
SPATA33,17,-0.08932633835680528,0.280978858408369,55,55,insufficient_pairs,,,,,,72,-0.12220318513404124,0.33380459924062056,0,0,tested,-0.200643420343322,-0.0437629499247605,-3.106393420130936,0.0027219479635182432,0.0038541842673541883,True,17.0,-0.0893263383568053,-0.1553488467299165
SPATA5,72,0.03048297393545414,0.1731591302275499,0,0,tested,-0.01020742677976351,0.07117337465067179,1.493750925094195,0.13967175594291706,0.16083171437797392,72,0.10696138062563931,0.25114842018611905,0,0,tested,0.04794439524959975,0.16597836600167887,3.6137890499688767,0.0005598240535526916,0.0008385233854513139,True,72.0,0.03048297393545415,0.10696138062563931
SPATA5L1,72,0.06911625014647867,0.16316845313786674,0,0,tested,0.030773543449250915,0.10745895684370642,3.5942660406886344,0.0005964940177861438,0.0008638314781247663,72,0.38058016797634103,0.29064655148777224,0,0,tested,0.3122815767845728,0.44887875916810926,11.110848534771256,3.4434552901559265e-17,1.3012182500460044e-16,True,72.0,0.06911625014647867,0.3805801679763411
SPATA6,29,-0.02992927014446209,0.2924311859453897,43,43,tested,-0.14116414432706537,0.08130560403814119,-0.551152065960835,0.5859010273253151,0.6171490821159986,72,0.019400266107302493,0.3769163612728618,0,0,tested,-0.06917073650838498,0.10797126872298998,0.43674600937897284,0.6636209407469381,0.6921211160762959,False,29.0,-0.029929270144462082,0.06963838628465038
SPATS2,72,0.3383322407764834,0.2861880820186965,0,0,tested,0.27108133854593164,0.40558314300703513,10.031320104998443,3.009269690103867e-15,9.786710794428557e-15,72,0.41091694810351165,0.35410410647810736,0,0,tested,0.3277065625548907,0.49412733365213257,9.846668994552465,6.5310721980220475e-15,2.0857967390895067e-14,True,72.0,0.3383322407764835,0.4109169481035118
SPATS2L,69,0.44487443799459825,0.5249010288836764,3,3,tested,0.3187794429041404,0.5709694330850561,7.040193139852157,1.2007034072990259e-09,2.658719330265091e-09,72,0.6071232910855279,0.605896947017081,0,0,tested,0.46474448880202285,0.7495020933690328,8.502455704846488,1.9566053105287363e-12,5.251213829174865e-12,True,69.0,0.4448744379945982,0.6217171711027369
SPC24,22,0.5122897191934271,0.38297509176550476,50,50,tested,0.3424880760547858,0.6820913623320685,6.274172457073615,3.191163616111993e-06,5.515408193014923e-06,72,1.1544862287229696,0.5988449703944114,0,0,tested,1.0137645597031493,1.2952078977427899,16.358391533197658,8.714453755251773e-26,7.239202191180099e-25,True,22.0,0.5122897191934271,1.3520750175604521
SPC25,23,0.7189428579582433,0.5447527044072495,49,49,tested,0.48337412355914494,0.9545115923573417,6.32934686466294,2.2753631910399133e-06,3.977128727474469e-06,72,0.8140322016033318,0.39946903245977583,0,0,tested,0.7201615810778745,0.907902822128789,17.291183338449873,3.7049436942429625e-27,3.579751237095017e-26,True,23.0,0.7189428579582433,0.7962948062973151
SPCS1,68,0.1268072987082326,0.4088200353885981,4,4,tested,0.027851768578402686,0.2257628288380625,2.557799723178023,0.012802104941608989,0.01650520674366011,72,-0.7352840948811566,0.3487114250396901,0,0,tested,-0.8172272624184006,-0.6533409273439127,-17.891849784843767,5.125114743302609e-28,5.459611027669418e-27,False,68.0,0.12680729870823262,-0.7492692183175662
SPCS2,72,0.10539209887920892,0.40852997233874316,0,0,tested,0.009392261869196852,0.201391935889221,2.1890232642958796,0.03188469224656841,0.03944502063006422,72,0.20061901907942017,0.37238681269512874,0,0,tested,0.1131124081966133,0.288125629962227,4.571345622022035,1.9976085322233782e-05,3.3469491796834553e-05,True,72.0,0.1053920988792089,0.20061901907942012
SPCS3,72,0.17244029186485438,0.3299624255550083,0,0,tested,0.09490292320774203,0.24997766052196674,4.4344576333743175,3.295797015137368e-05,5.2788524030768225e-05,72,0.37911593593930637,0.39348470236990896,0,0,tested,0.28665156404219944,0.4715803078364133,8.175426822257135,7.906089292390067e-12,2.0384310223023337e-11,True,72.0,0.17244029186485443,0.37911593593930637
SPDL1,7,0.4738304634873421,0.3666622115492235,65,65,insufficient_pairs,,,,,,72,0.5896049008541556,0.3818448584388559,0,0,tested,0.499875758183453,0.6793340435248583,13.102084191553047,1.2573595161670471e-20,6.316695165103409e-20,True,7.0,0.4738304634873421,0.6485099579715943
SPECC1,65,0.45235722520446126,0.4554344224964,7,7,tested,0.3395061008888039,0.5652083495201186,8.007784136984787,3.123432489790569e-11,7.735719123690147e-11,72,0.253267823642039,0.5437272593721401,0,0,tested,0.12549818172615795,0.38103746555792,3.9524388553285155,0.00018064308284208475,0.00028111369344809245,True,65.0,0.45235722520446126,0.2605264584390531
SPECC1L,72,0.031244714557924522,0.2339873816451205,0,0,tested,-0.02373962446556697,0.08622905358141601,1.1330533835531997,0.2610035531808271,0.29112269583804756,72,0.10227555176758356,0.31592960843601764,0,0,tested,0.028035733467675836,0.1765153700674913,2.7469309975396135,0.007618222544954492,0.010342627948829786,True,72.0,0.031244714557924515,0.10227555176758357
SPEG,25,-0.07429700370707973,0.9179185355266665,47,47,tested,-0.45319515274011757,0.30460114532595806,-0.404703690096262,0.6892797259453757,0.7155984572030167,72,-0.03708275464956649,0.40810957024688493,0,0,tested,-0.1329838020112548,0.0588182927121218,-0.7710125669022511,0.44325779212108846,0.47816116850187196,True,25.0,-0.07429700370707971,-0.131019606493417
SPEN,72,0.11617225261943753,0.2034445162360023,0,0,tested,0.06836513509650916,0.1639793701423659,4.845322300118151,7.181730275398243e-06,1.2081539210776422e-05,72,-0.2320814911020373,0.39141310598126156,0,0,tested,-0.32405906171373994,-0.14010392049033465,-5.031197789907189,3.535563784793859e-06,6.231808061536452e-06,False,72.0,0.11617225261943753,-0.23208149110203724
SPG11,72,0.16908117962986044,0.18861261293933507,0,0,tested,0.12475938850997914,0.21340297074974174,7.606603619393124,8.954766221143425e-11,2.1509018313797457e-10,72,0.13247239078394862,0.21220631185204372,0,0,tested,0.08260635223194684,0.1823384293359504,5.297040885869705,1.2595876702720656e-06,2.2878077705820353e-06,True,72.0,0.1690811796298604,0.13247239078394857
SPG21,72,0.03168763894807122,0.2296184861782028,0,0,tested,-0.022270059972769214,0.08564533786891165,1.1709794670059517,0.24552209713012274,0.27480178497395374,72,0.06364307827016127,0.23020834628254058,0,0,tested,0.009546769020313733,0.11773938752000881,2.3458290516635527,0.021781990543012195,0.02820075918672138,True,72.0,0.03168763894807122,0.06364307827016127
SPG7,72,-0.4771356688113903,0.4013571852534226,0,0,tested,-0.5714499834907976,-0.382821354131983,-10.087350002202626,2.3800032074513137e-15,7.780570928758237e-15,72,0.04728920567842327,0.27862903111714415,0,0,tested,-0.0181854066746805,0.11276381803152705,1.4401306803416292,0.15422551711540727,0.1805231276053844,False,72.0,-0.4771356688113903,0.04728920567842327
SPHK2,69,-0.7849747216505975,0.48213532147548294,3,3,tested,-0.9007962720935099,-0.669153171207685,-13.524190127152716,5.922639155267062e-21,2.895801103547487e-20,72,-1.277713843346205,0.5050673265781574,0,0,tested,-1.3963988464391528,-1.1590288402532571,-21.465972764473815,9.13991620063852e-33,1.8352218221239856e-31,True,69.0,-0.7849747216505975,-1.277271865048151
SPHKAP,18,0.7199384416611054,0.6909194077968447,54,54,insufficient_pairs,,,,,,72,-0.04284621381271468,0.08035614886739725,0,0,tested,-0.061728983049596994,-0.02396344457583237,-4.524385316444385,2.3738988123559144e-05,3.9561512635361714e-05,False,18.0,0.7199384416611054,-0.030115433950753098
SPI1,45,0.9325712145382699,0.4787988986869746,27,27,tested,0.7887241006456566,1.0764183284308833,13.06577334629847,9.553262277066638e-17,3.4440488834283e-16,72,1.6206639628389123,0.5962998178088675,0,0,tested,1.4805403753551396,1.760787550322685,23.0618714396196,1.055469590969048e-34,2.829165061179728e-33,True,45.0,0.9325712145382695,1.6380870860407974
SPICE1,72,0.2152546977546622,0.2915624939472795,0,0,tested,0.14674087063706975,0.2837685248722546,6.2645117787518165,2.5406525962304597e-08,5.1402233309094986e-08,72,-0.019922593383977807,0.33929620609992445,0,0,tested,-0.09965329293886867,0.05980810617091305,-0.49823371888163615,0.619859214425752,0.650117096652271,False,72.0,0.21525469775466222,-0.019922593383977807
SPIDR,46,0.24674940043334134,0.4840716061237381,26,26,tested,0.10299787775889416,0.3905009231077885,3.4572072307200057,0.0012034746156163883,0.0016953750096151677,72,0.5450652835780883,0.3474076298960797,0,0,tested,0.4634284928791568,0.6267020742770197,13.312984230866507,5.592244695312808e-21,2.8887946993038045e-20,True,46.0,0.24674940043334134,0.5694862050943329
SPIN1,72,-0.1777743756128453,0.3218495825341082,0,0,tested,-0.25340531962445223,-0.10214343160123834,-4.686865169522806,1.3019941867746787e-05,2.148857982548174e-05,72,-0.39889643699248734,0.3077580980505931,0,0,tested,-0.47121604449210663,-0.32657682949286804,-10.998081052951058,5.4639780115325623e-17,2.032424528350776e-16,True,72.0,-0.17777437561284526,-0.39889643699248745
SPIN3,13,-0.02230449573000952,0.3211216249553915,59,59,insufficient_pairs,,,,,,72,-0.15662108962093305,0.3127533914554057,0,0,tested,-0.23011453352216055,-0.08312764571970555,-4.249271313698756,6.411467548279137e-05,0.00010333451045137123,True,13.0,-0.0223044957300095,-0.0642016911099623
SPINK1,53,-1.7566589271823492,1.1319441375665926,19,19,tested,-2.0686613724340086,-1.4446564819306895,-11.297969222549876,1.3007294646809551e-15,4.308424799981519e-15,72,-0.6502121143907241,1.98147188299741,0,0,tested,-1.1158351792510581,-0.18458904953039018,-2.7844113211426786,0.006868818332185157,0.009364108157907999,True,53.0,-1.7566589271823487,-0.5914873293414319
SPINK5,44,-1.466479749517276,1.040655335019816,28,28,tested,-1.78286788940005,-1.1500916096345022,-9.347500422338314,6.423788457149707e-12,1.665371307250207e-11,72,0.8099917371689838,1.3052497895668176,0,0,tested,0.50327307381503,1.1167104005229376,5.265664745265436,1.4242742519380894e-06,2.5770839186033655e-06,False,44.0,-1.466479749517276,0.8070865275647314
SPINK7,5,0.3073613604761592,0.41913208997475104,67,67,insufficient_pairs,,,,,,72,0.11841921001963478,0.6422710217686655,0,0,tested,-0.03250708078117957,0.2693455008204491,1.564480231981524,0.12215135951112392,0.14485239171213105,True,5.0,0.3073613604761592,-0.16231647217560194
SPINT1,19,0.4620100924230159,0.4717930142131603,53,53,insufficient_pairs,,,,,,72,-0.681438573165069,0.8559862691833092,0,0,tested,-0.8825854849913299,-0.480291661338808,-6.755012598603974,3.2932199921234658e-09,7.150916769467592e-09,False,19.0,0.4620100924230159,-0.20461116011412675
SPINT2,72,0.2879195400202518,0.5688057614731158,0,0,tested,0.1542567390287555,0.4215823410117481,4.295101202712852,5.4451465674022805e-05,8.56287703930205e-05,72,0.24026932691434577,0.5559265075985855,0,0,tested,0.10963300220728786,0.37090565162140365,3.6673064093918795,0.00046997888280463426,0.0007086393357636129,True,72.0,0.2879195400202518,0.24026932691434577
SPIRE1,72,0.8006891478634274,0.32095103184180207,0,0,tested,0.725269352912715,0.8761089428141398,21.16856479299096,2.1567497098776064e-32,5.21413731065109e-31,72,1.1444015782621277,0.523750272655799,0,0,tested,1.0213262980787312,1.2674768584455243,18.54045697663722,6.34806993427068e-29,7.455747362579184e-28,True,72.0,0.8006891478634276,1.1444015782621277
SPN,32,0.5927744711007963,0.5466336516383989,40,40,tested,0.39569202322451813,0.7898569189770744,6.134343862267966,8.377180979473487e-07,1.5108440907254628e-06,72,1.1728534708294136,0.5885717319582591,0,0,tested,1.0345458944887416,1.3111610471700856,16.90871506456526,1.3352115044948732e-26,1.2235685184563862e-25,True,32.0,0.5927744711007963,1.210234512516326
SPNS1,72,0.3830130379094603,0.3663716335235304,0,0,tested,0.29691992483381224,0.46910615098510833,8.870701493473957,4.070035395492106e-13,1.1415897434434527e-12,72,0.18233437354936055,0.3427291364929527,0,0,tested,0.10179697490135109,0.26287177219737,4.514230915974837,2.4638891237051922e-05,4.100013274459983e-05,True,72.0,0.3830130379094603,0.18233437354936055
SPOCD1,63,0.5171689527909267,0.9216904232737211,9,8,tested,0.2850442256303766,0.7492936799514767,4.453666004346044,3.594221507133899e-05,5.7421694874322305e-05,72,0.23149508526506787,0.3253408083608357,0,0,tested,0.15504374340501842,0.30794642712511733,6.03767152704939,6.455776604017309e-08,1.2785813157524128e-07,True,63.0,0.5171689527909267,0.2570624870087498
SPOCK1,8,0.5840693035045121,0.9246408320559694,64,64,insufficient_pairs,,,,,,72,-0.8688041079046241,1.6769106874560833,0,0,tested,-1.2628588005249441,-0.47474941528430414,-4.396207484280901,3.7857408671943224e-05,6.221768590293867e-05,False,8.0,0.5840693035045121,-0.5417773597281839
SPOCK2,65,-0.29204399006846515,0.5397285799602832,7,7,tested,-0.4257821839009539,-0.15830579623597638,-4.362440695556217,4.7778839367998916e-05,7.558579239658359e-05,72,-0.7542615565955032,0.7480865747304046,0,0,tested,-0.930053283289056,-0.5784698299019504,-8.555322009074269,1.561414606041826e-12,4.225174147415017e-12,True,65.0,-0.29204399006846526,-0.7570524176990328
SPON1,72,-1.4562569506748468,0.8499246089977146,0,0,tested,-1.6559794421911467,-1.256534459158547,-14.538642426460157,5.638829898009813e-23,3.4019471056363474e-22,72,-0.10652278756188378,1.8721313215755597,0,0,tested,-0.546452080151386,0.3334065050276185,-0.48280578120456585,0.6307190060496098,0.6607416616182762,True,72.0,-1.4562569506748468,-0.10652278756188378
