gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
TMED2,72,0.4387663246603913,0.35386325870496993,0,0,tested,0.35561253556375905,0.5219201137570235,10.521170623673008,3.9052101214429966e-16,1.3408957271881445e-15
TMED3,72,0.770691106058297,0.5266744284743885,0,0,tested,0.6469286829454125,0.8944535291711816,12.416647807395492,1.8183145653893081e-19,7.949084982375133e-19
TMED4,72,0.11037016509815453,0.32808978832841773,0,0,tested,0.033272844615481925,0.18746748558082715,2.8544683178055776,0.005646572045087109,0.007522514583502718
TMED5,72,0.572366116814971,0.45088285515393955,0,0,tested,0.46641384027185245,0.6783183933580894,10.771506378518584,1.3870451652634817e-16,4.9330819365787e-16
TMED7,31,0.496464765198758,0.4633392377428968,41,41,tested,0.32651056069198625,0.6664189697055297,5.965820724659306,1.5341134582676264e-06,2.7098169589435026e-06
TMED7.TICAM2,16,0.5788371523797632,0.27141949046008096,56,56,insufficient_pairs,,,,,
TMED8,72,-0.14089490022263623,0.2560574973707098,0,0,tested,-0.20106546218179003,-0.08072433826348244,-4.66900162994834,1.3915384686783614e-05,2.2936266561935274e-05
TMED9,72,0.6079917754821047,0.3558299481422569,0,0,tested,0.5243758370250522,0.6916077139391572,14.49844599962125,6.536440762630908e-23,3.908230641923475e-22
TMEM101,64,-0.016331700544771482,0.3885882878401961,8,8,tested,-0.1133981667872444,0.08073476569770144,-0.33622630544104853,0.7378175398654457,0.7599346450538976
TMEM102,72,0.06246975197223584,0.3087090279846297,0,0,tested,-0.010073313106647122,0.13501281705111878,1.717064856586273,0.09032688572987732,0.10625508787992251
TMEM104,10,-0.012055459819970615,0.3132150139845111,62,62,insufficient_pairs,,,,,
TMEM106A,43,-0.9238641584973081,0.5823528919886403,29,29,tested,-1.1030859249767395,-0.7446423920178766,-10.402940394894221,3.404612588092172e-13,9.600471640339732e-13
TMEM106B,72,-0.062206514385858794,0.3441800678268828,0,0,tested,-0.14308486518181618,0.018671836410098605,-1.5336151834920506,0.1295685660317959,0.14974788883734688
TMEM109,72,0.3749346449932846,0.38762272508167017,0,0,tested,0.2838477702257168,0.46602151976085243,8.207532102375984,6.893070865047323e-12,1.7828868262186076e-11
TMEM11,72,-0.6042844184388273,0.3611496318648371,0,0,tested,-0.6891504212850088,-0.5194184155926458,-14.19778083129981,1.9862776204718595e-22,1.1195687284378746e-21
TMEM115,72,-0.27656556515765485,0.42981181663992024,0,0,tested,-0.37756639039991197,-0.17556473991539773,-5.459916521452963,6.627434061172701e-07,1.2043659832592954e-06
TMEM119,60,-0.4438810714758531,0.7005521525119991,12,12,tested,-0.6248528823486004,-0.2629092606031058,-4.907968639760157,7.607960127610566e-06,1.2766459936497208e-05
TMEM120A,72,-0.7150267842462344,0.6130265234383812,0,0,tested,-0.85908095485211,-0.5709726136403589,-9.897130421724931,5.283318604791766e-15,1.694614308244111e-14
TMEM120B,58,-0.12143084602860178,0.47558181666818616,14,14,tested,-0.24647871020560064,0.003617018148397086,-1.9445440069298388,0.05677017594957756,0.06821259584456428
TMEM126A,72,-0.40540028269404527,0.4472380917767556,0,0,tested,-0.5104960818332009,-0.30030448355488965,-7.691508239356139,6.236400755996918e-11,1.5146407355341824e-10
TMEM126B,51,-0.5342193889550929,0.474315178483203,21,21,tested,-0.6676226826074421,-0.40081609530274376,-8.043363789374908,1.4254484179642387e-10,3.3730009380743414e-10
TMEM127,25,0.3522436157939234,0.29073473483492296,47,47,tested,0.2322342155857029,0.47225301600214387,6.05781789358476,2.956242429413609e-06,5.125277396631542e-06
TMEM128,22,0.03823986263532742,0.3204920757101842,50,50,tested,-0.10385836317259137,0.1803380884432462,0.5596420877513864,0.5816443288349756,0.6132501607779588
TMEM129,8,-0.4707321359825738,0.5645679075850399,64,64,insufficient_pairs,,,,,
TMEM131,72,0.3158402786552696,0.24635485368967958,0,0,tested,0.2579497261813753,0.3737308311291639,10.878590754634482,8.924761448124642e-17,3.22674348140665e-16
TMEM131L,24,0.6467373431840171,0.7552187780264097,48,48,tested,0.3278364216148191,0.9656382647532151,4.195278333899414,0.00034608173018939596,0.0005110741829541081
TMEM132A,27,0.2192047883132741,0.3957101883461439,45,45,tested,0.06266705132119318,0.375742525305355,2.878423465980019,0.007889588489376712,0.010362082351121876
TMEM132E,52,-1.3354583345875424,0.867162945993196,20,20,tested,-1.5768780404231189,-1.094038628751966,-11.105325761091523,3.20635798652645e-15,1.0404071694314319e-14
TMEM134,69,-0.18350689556376504,0.4520405767347826,3,3,tested,-0.29209889894635316,-0.07491489218117693,-3.3720927636863967,0.0012341533290510156,0.0017363988711777928
TMEM135,69,-0.34268377996782884,0.47707232668432314,3,3,tested,-0.45728906626149385,-0.22807849367416383,-5.966695414717027,9.721850304310727e-08,1.8855465707162096e-07
TMEM141,72,-1.1998662378333702,0.6752008341797161,0,0,tested,-1.3585306551812617,-1.0412018204854787,-15.078776749193565,7.903924067736032e-24,5.258625342944006e-23
TMEM143,72,-0.7671862694556129,0.612124224384473,0,0,tested,-0.9110284101788005,-0.6233441287324252,-10.63475533798595,2.439756047562362e-16,8.511151747285528e-16
TMEM147,72,0.18749986724545556,0.482281910011948,0,0,tested,0.07416917454505728,0.30083055994585384,3.298877893161395,0.0015194625273601099,0.0021161531839261494
TMEM14C,61,0.0736647302959113,0.5732270688616782,11,11,tested,-0.07314553889443016,0.22047499948625277,1.0036859164064074,0.31956075764575576,0.35197640591281887
TMEM150C,46,-0.5396966698135082,0.47390793185965524,26,26,tested,-0.6804299537956915,-0.39896338583132485,-7.723865036622806,8.722577473210126e-10,1.9508163127221844e-09
TMEM151B,64,0.3332717028972018,0.45755124296620586,8,8,tested,0.21897880300968592,0.4475646027847177,5.827049241290193,2.0848665717812288e-07,3.9407434654636523e-07
TMEM159,72,1.3935763571832585,0.4871614482865032,0,0,tested,1.2790990292032998,1.5080536851632171,24.27303627735345,4.172780403740649e-36,2.600341974579499e-34
TMEM160,72,-0.8259576950927465,0.605028187122154,0,0,tested,-0.9681323488095347,-0.6837830413759584,-11.583730469510344,5.041688533249548e-18,1.9938218783639227e-17
TMEM161A,31,0.02021110596517407,0.46288171539628864,41,41,tested,-0.14957527798998488,0.189997489920333,0.24310892347505267,0.8095756360673411,0.8270514567420459
TMEM163,5,0.7918200508192008,0.4940215582296644,67,67,insufficient_pairs,,,,,
TMEM164,1,0.17851775203349843,,71,71,insufficient_pairs,,,,,
TMEM165,72,0.3156145041619738,0.3226283143484202,0,0,tested,0.23980056714542164,0.39142844117852593,8.3008147595904,4.6280268465267504e-12,1.2145695357364082e-11
TMEM167A,72,0.4030167529733975,0.5219418051328074,0,0,tested,0.28036644182336506,0.5256670641234299,6.551900066025819,7.704600432300252e-09,1.6158080296251762e-08
TMEM167B,68,0.056051223406955404,0.4097450092202871,4,4,tested,-0.04312819808813991,0.1552306449020507,1.128043584920022,0.26332483161220177,0.2935486706183578
TMEM168,69,0.07358106801552024,0.2784828617130369,3,3,tested,0.006682180133431567,0.14047995589760892,2.194785889792173,0.03159721912533559,0.039118324220692495
TMEM17,14,0.1932234943978784,0.4507480421284524,58,58,insufficient_pairs,,,,,
TMEM170A,3,-0.0077187829209345304,0.4872681092384021,69,69,insufficient_pairs,,,,,
TMEM173,72,0.8975314190045801,0.3793154406272191,0,0,tested,0.8083966603793301,0.9866661776298301,20.077765935075877,5.428909221980577e-31,9.814098418762366e-30
TMEM175,69,-0.42445609309442617,0.5741939463436054,3,3,tested,-0.5623925398930718,-0.28651964629578053,-6.140428916241572,4.824443340017053e-08,9.562157256102547e-08
TMEM176A,68,0.4036658584337098,0.580863920990043,4,4,tested,0.2630668362252585,0.544264880642161,5.730626095492479,2.5911601590422726e-07,4.862908693541175e-07
TMEM176B,72,-0.17405004034725433,0.5921797461075269,0,0,tested,-0.3132054584467003,-0.03489462224780837,-2.4939447443983718,0.014963875068923398,0.019154447380263902
TMEM177,72,-0.9626051875660016,0.4949262081399732,0,0,tested,-1.0789071446572287,-0.8463032304747744,-16.503421589848767,5.296298866870564e-26,4.397386794227047e-25
TMEM179B,72,0.6218037091868907,0.4279663952689506,0,0,tested,0.5212365367065439,0.7223708816672374,12.328490017727267,2.574564764408353e-19,1.1133882879874572e-18
TMEM181,46,0.36967764378130036,0.33873747200951076,26,26,tested,0.2690850315060558,0.47027025605654493,7.401825822915213,2.593806270645817e-09,5.614597262867202e-09
TMEM184B,5,0.10554953345245846,0.2979450280237757,67,67,insufficient_pairs,,,,,
TMEM184C,41,0.04157308354856818,0.3429662883256412,31,31,tested,-0.06668043447430594,0.1498266015714423,0.7761626374248982,0.44221835438954143,0.4770727687731472
TMEM185B,26,0.34446696274260036,0.25361752771306306,46,46,tested,0.24202862639448303,0.4469052990907177,6.925561417820291,2.9317192950228395e-07,5.479496961058895e-07
TMEM186,48,-0.1758316081343413,0.3727515492167819,24,24,tested,-0.2840673755030065,-0.06759584076567608,-3.268120865011915,0.0020277272624239437,0.0027983751889820393
TMEM189.UBE2V1,14,0.683223924882457,0.39582124402140856,58,58,insufficient_pairs,,,,,
TMEM19,72,-0.34592636492466383,0.6651236890228961,0,0,tested,-0.5022227692549479,-0.18962996059437975,-4.413137871341492,3.560742730784253e-05,5.689589396075555e-05
TMEM192,72,-0.6707022762918765,0.4946912050279339,0,0,tested,-0.7869490103591393,-0.5544555422246137,-11.504343466865373,6.94887608527605e-18,2.7148782618214414e-17
TMEM199,72,-0.08500259441518197,0.3563074144347466,0,0,tested,-0.1687307319502957,-0.0012744568800682615,-2.0242939156832818,0.046703134949621944,0.05665246680565312
TMEM200C,42,0.02146963557807826,0.6092794076677821,30,30,tested,-0.16839519368960568,0.2113344648457622,0.22836672193376453,0.8204963422476614,0.8372701181622036
