gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
C14orf79,72,-0.3684040066753778,0.4677607250786795,0,0,tested,-0.47832238820848155,-0.2584856251422741,-6.682928874611342,4.455217510671501e-09,9.598454675438316e-09
C14orf80,72,0.5401659210817514,0.48822129474945014,0,0,tested,0.42543954139301343,0.6548923007704894,9.388078476801361,4.5217726629010525e-14,1.3572455751391242e-13
C14orf93,72,-0.13002757466178616,0.3470931173019376,0,0,tested,-0.21159045852445202,-0.0484646907991203,-3.1787451332700627,0.0021918212670543795,0.0031272039959279766
C15orf39,72,0.505112511344547,0.438161201020485,0,0,tested,0.40214967696234966,0.6080753457267444,9.78183776752605,8.57833578712447e-15,2.7122889090816728e-14
C15orf40,72,-0.257190605381322,0.18035854767885903,0,0,tested,-0.29957278625635525,-0.2148084245062887,-12.099979078103203,6.369140137180704e-19,2.7682102790512246e-18
C15orf41,72,0.03453729885396538,0.3488682722228914,0,0,tested,-0.04744272596436526,0.11651732367229602,0.8400268009893108,0.40371322001330956,0.4385630072299521
C15orf48,72,0.9152316331939383,0.9507867821168732,0,0,tested,0.6918076929822509,1.1386555734056256,8.167970018434538,8.161924072900917e-12,2.102682376997845e-11
C15orf52,72,-0.4879779854424117,0.47616167003220855,0,0,tested,-0.5998704922560962,-0.3760854786287272,-8.695850110389767,8.57401025932534e-13,2.362138584194021e-12
C15orf53,72,0.1922367251312329,0.21903600302881795,0,0,tested,0.14076578783448151,0.2437076624279843,7.447098562084609,1.7655292367122464e-10,4.1812851458566904e-10
C15orf57,72,0.008771936436830392,0.25850803810558637,0,0,tested,-0.05197447436344461,0.0695183472371054,0.2879305007646998,0.774238759488931,0.7960070295583683
C15orf59,72,-1.1940851248956923,0.3595568783184133,0,0,tested,-1.2785768490078595,-1.109593400783525,-28.179542321423796,2.798357834133515e-40,1.7855964502029793e-38
C15orf61,72,-0.4284243807443939,0.2652262804185127,0,0,tested,-0.49074950109036636,-0.3660992603984214,-13.706414811020197,1.2522592236033e-21,6.81893159702656e-21
C15orf62,72,-0.24405222119506018,0.26075942565975424,0,0,tested,-0.3053276821333438,-0.18277676025677653,-7.941618070405237,2.145624517037071e-11,5.3831706282438196e-11
C15orf65,72,-0.3541183230628002,0.48331798974160395,0,0,tested,-0.4676924825634603,-0.24054416356214015,-6.217011728795417,3.0907788326601975e-08,6.270261336075286e-08
C16orf45,72,-0.9670222630443691,0.5505977624256242,0,0,tested,-1.0964063940258513,-0.8376381320628868,-14.902813917978506,1.4930259330302993e-23,9.87131019352265e-23
C16orf46,72,-0.21356440964673357,0.3487011355485521,0,0,tested,-0.29550515927210075,-0.1316236600213664,-5.196868959216123,1.8628611711390282e-06,3.3439351618246597e-06
C16orf52,72,-0.0927110478959581,0.2488528248350113,0,0,tested,-0.15118859481100622,-0.03423350098090998,-3.161223218660585,0.0023105227702920933,0.0032914736647515846
C16orf54,72,0.9726935004198106,0.5729672605044059,0,0,tested,0.8380527950987149,1.1073342057409064,14.404973217298979,9.22291267897493e-23,5.601203595998349e-22
C16orf58,72,-0.0253001232517756,0.34699056619586394,0,0,tested,-0.1068389087859592,0.056238662282408,-0.6186873232543536,0.5381022992418308,0.5717167804706605
C16orf59,72,0.08652614928244559,0.3040785676241024,0,0,tested,0.015071189042840744,0.15798110952205044,2.4145033588770635,0.018335891895624675,0.023933071416481547
C16orf62,72,-0.11663103491839201,0.42515202487705345,0,0,tested,-0.21653686277973508,-0.01672520705704894,-2.32774887650456,0.022780113960916247,0.029426893136333045
C16orf70,72,-0.1341666273250728,0.3783759496597018,0,0,tested,-0.22308061639640805,-0.04525263825373757,-3.0087577841819035,0.0036281874354277413,0.005075031932077277
C16orf71,72,-0.31172669463989516,0.29977482653239634,0,0,tested,-0.38217032530440953,-0.2412830639753808,-8.823585177172989,4.974517738207956e-13,1.3928796170228873e-12
