gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
AARSD1,37,1.0,0.2156681099893923,0.1815069573750891,0.1551506773993377,0.2761855425794469,1.6545538137762054e-08,4.186600967461882e-08,tested,4898.0
AASDH,13,0.35135135135135137,0.31929470912404717,0.9756208375922952,,,,,insufficient_pairs,
AASDHPPT,37,1.0,0.010386733640819533,0.24549382906504516,-0.07146498414769792,0.09223845142933698,0.798367067629281,0.8200678871990341,tested,7907.0
AASS,37,1.0,-1.717006523592408,0.6035861969090179,-1.9182521811252147,-1.5157608660596011,4.978854333339438e-19,1.3741977813554959e-17,tested,220.0
AATF,37,1.0,0.3547309141910762,0.2151848313895828,0.2829847193545327,0.42647710902761976,5.7742059186267385e-12,2.249325783426514e-11,tested,3618.0
ABAT,37,1.0,-2.366745395481161,0.7697103448895372,-2.6233796015984483,-2.1101111893638738,3.974696208380256e-20,1.901974451903617e-18,tested,35.0
ABCA1,33,0.8918918918918919,0.6804161870365976,0.7011090492046818,0.43181372805092005,0.9290186460222751,3.7273013014709053e-06,7.2632977409627015e-06,tested,1958.0
ABCA12,11,0.2972972972972973,0.060916447046255096,0.5736800533614149,,,,,insufficient_pairs,
ABCA2,35,0.9459459459459459,-0.0977192928260177,0.4202473037534838,-0.2420792925082959,0.0466407068562605,0.17792427005839317,0.20552400685076785,tested,6506.0
ABCA3,3,0.08108108108108109,-0.014515692187233697,0.7427615051248639,,,,,insufficient_pairs,
ABCA5,4,0.10810810810810811,-0.4173414072863515,0.3614146909114653,,,,,insufficient_pairs,
ABCA6,9,0.24324324324324326,-0.19950790878132196,0.637303101495633,,,,,insufficient_pairs,
ABCA8,27,0.7297297297297297,-0.7879645678004695,0.7020041207978805,,,,,insufficient_pairs,
ABCB1,37,1.0,-1.4212072977225754,0.5885158385111765,-1.6174282475987791,-1.2249863478463716,8.863859925280433e-17,9.955838224408731e-16,tested,431.0
